state,qdate,quarter_str,ave_intrate,pct_lt3,pct_3_4,pct_4_5,pct_5_6,pct_ge6,tot_loans,share_locked_in,mortgage_rate_30yr,rate_gap,permits,hpi,hpi_yoy,unemp_rate,zhvi,zhvi_yoy,new_listing_count,active_listing_count,median_days_on_market,median_listing_price,net_migration_lag1,covid_dummy,ln_permits,ln_new_listings,post_2022
ND,2022-01-01,2022Q1,3.5,32.9,39.4,18.4,5.2,4.1,109.0,90.69999999999999,3.7931666666666666,0.2931666666666666,632.24635081529,426.95,10.06135285625902,2.1666666666666665,245773.55851626373,6.8307048873897935,1930.0,1359.0,69.0,273775.0,-4.979490739,0,6.4508595262363455,7.565793282428515,0
ND,2022-04-01,2022Q2,3.6,32.2,39.1,18.7,6.0,3.9,109.0,90.00000000000001,5.244833333333333,1.6448333333333331,915.408810892994,449.10999999999996,12.748223834509066,2.033333333333333,251923.7958659352,8.024025647953636,3254.0,1242.0,42.666666666666664,302962.3333333333,-4.979490739,0,6.820462565213384,8.08794755464267,1
ND,2022-07-01,2022Q3,3.6,31.6,38.0,19.1,7.3,4.1,109.0,88.69999999999999,5.582333333333334,1.9823333333333335,735.952475490139,455.62999999999994,10.175311328738946,2.066666666666667,255637.32938690172,7.203129266588948,2764.0,1878.0,48.666666666666664,294868.3333333333,-4.979490739,0,6.602523406379016,7.9247959139564355,1
ND,2022-10-01,2022Q4,3.7,31.0,37.3,18.7,7.9,5.1,109.0,87.0,6.689666666666667,2.9896666666666665,1019.478897140792,457.91,8.55320863855109,2.1,255876.05059010183,6.298410270829846,1650.0,2039.0,65.33333333333333,298116.6666666667,-4.979490739,0,6.928027303095168,7.409136443920128,1
ND,2023-01-01,2023Q1,3.7,30.7,36.7,18.4,8.3,5.8,109.0,85.80000000000001,6.358,2.6579999999999995,1690.185326348919,456.51,6.923527345122382,2.033333333333333,254054.16352991437,3.3692009277322965,1476.0,1741.0,86.66666666666667,320343.6666666667,-3.52208491,0,7.433184938605366,7.29776828253138,1
ND,2023-04-01,2023Q2,3.7,30.2,35.9,18.2,8.7,7.0,109.0,84.3,6.493833333333334,2.7938333333333336,565.499334819259,469.8999999999999,4.629155440760613,1.9333333333333333,254858.10145400124,1.1647591994952355,2762.0,1427.0,54.0,342836.6666666667,-3.52208491,0,6.3394759062736545,7.924072324923417,1
ND,2023-07-01,2023Q3,3.8,29.6,35.1,18.1,8.7,8.6,109.0,82.80000000000001,7.037333333333334,3.237333333333334,720.885732236428,476.01,4.472927594758924,2.0,256477.03991198665,0.328477271726646,2548.0,1855.0,54.0,338195.0,-3.52208491,0,6.581866860766989,7.8434564043761155,1
ND,2023-10-01,2023Q4,3.8,29.3,34.3,17.7,8.6,10.1,110.0,81.3,7.2923333333333344,3.4923333333333346,340.1784880929995,473.91,3.4941364023498123,2.1666666666666665,254115.4345000621,-0.6880738099479755,1710.0,2111.0,66.66666666666667,329187.6666666667,-3.52208491,0,5.832405765836843,7.444833273892193,1
ND,2024-01-01,2024Q1,3.9,29.0,33.7,17.4,8.7,11.1,110.0,80.1,6.746166666666667,2.8461666666666674,430.56636406401003,478.08,4.724978642307942,2.2333333333333334,252685.86818276145,-0.5385841066886554,1754.0,1735.0,74.33333333333333,339399.6666666667,1.186783065,0,6.067421297223797,7.470224135899966,1
ND,2024-04-01,2024Q2,3.9,28.5,32.9,17.2,8.8,12.7,110.0,78.6,6.989999999999999,3.0899999999999994,704.174677758289,488.02,3.856139604171105,2.4,256878.94010316805,0.7929269807934736,2986.0,1677.0,50.333333333333336,373188.3333333333,1.186783065,0,6.558445541992297,8.00202481821611,1
